dmp_title,md_path,Element title,Generated_Gpt_content,status
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate both clinical and imaging data from a Phase 3, randomized, placebo-controlled, double-blind clinical trial of 360 mother-infant pairs (180 per arm) across three sites, studying early onset preeclampsia. The expected data include:
   - Clinical and laboratory data: Demographics, medical history, enrollment characteristics, serial physical exams, blood pressure readings, laboratory tests (urinalysis, angiogenic factors, uric acid, glycemia), pregnancy duration (days), and neonatal outcomes (birth weight, Apgar scores, anthropometry, NICU admissions, prognosis).
   - Infant follow-up data: Anthropometric measurements and neurodevelopmental assessments (Bayley Scales) at 3, 6, and 12 months.
   - Clinical imaging data: 
        - 2D Doppler images (.jpeg) and extracted metrics (pulsatility index, notching; .csv)
        - 3D fetal thigh images (.vol) and derived thigh volume metrics (.csv)
        - 2D fetal cardiac clips (DICOM) and extracted cardiac measurements (.csv)
   - Estimated data volume: Tabular data (REDCap/CSV) for 360 participants over multiple visits (~2 GB), clinical images (~1,000 JPEGs, ~10 GB), volumetric images (~360 VOL files, ~5 GB), cardiac DICOM clips (~360 files, ~10 GB).",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All deidentified, participant-level clinical, laboratory, and outcome data, as well as all deidentified imaging data (JPEG, VOL, DICOM), and their derived quantitative measurements (CSV) will be preserved and shared. The rationale is to maximize the value and reproducibility of the trial for future research on preeclampsia, maternal-fetal medicine, and neonatal development, as well as to comply with NIH and NICHD policies on broad data sharing.",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following metadata and documentation will be made accessible:
   - Data dictionaries and variable codebooks
   - REDCap case report forms and data collection instruments
   - Study protocol and statistical analysis plan
   - Imaging acquisition protocols and processing SOPs
   - Data deidentification procedures
   - Consent form language regarding data sharing
   - Description of data structure and file formats
   - Visit schedule and measurement timing documentation

**Element 2: Related Tools, Software and/or Code:**  
Most shared data are in standard, open formats (CSV, JPEG, DICOM, VOL). Accessing VOL files may require specialized 3D medical imaging software (e.g., Amira, 3D Slicer, or similar open-source tools). DICOM files can be viewed with open-source DICOM viewers (e.g., OsiriX, RadiAnt, 3D Slicer). All software listed is freely available or has open-source versions. No proprietary code is required for basic data access.

**Element 3: Standards:**  
Clinical data will be structured according to the Clinical Data Interchange Standards Consortium (CDISC) Study Data Tabulation Model (SDTM) standards for clinical trials. Imaging metadata will follow DICOM standards for medical images. All data will be deidentified per HIPAA Safe Harbor guidelines. Variable names and coding will be consistent with CDISC Controlled Terminology. Study-level metadata will utilize NIH Common Data Elements (CDEs) where applicable, and data dictionaries will conform to FAIR principles (Findable, Accessible, Interoperable, Reusable).

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Deidentified participant-level data and associated metadata will be deposited in the NICHD Data and Specimen Hub (DASH; https://dash.nichd.nih.gov/), an NIH-supported, domain-specific repository for maternal and child health research. Imaging data (DICOM, VOL, JPEG) will also be deposited in DASH or, if file size or modality requires, in a NIH-supported imaging repository such as the National Imaging Archive (NIA).",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,All datasets will be assigned persistent unique digital object identifiers (DOIs) by the repository. Metadata will be indexed and searchable via the DASH and NIA platforms. Study-level metadata will be registered in ClinicalTrials.gov and linked to the DASH record.,ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made available no later than the time of first publication of primary results or at the end of the performance period, whichever comes first, in accordance with NIH policy. Data will remain accessible through the repository for a minimum of 10 years after study completion.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","There are no anticipated restrictions beyond those pertaining to the protection of participant privacy and confidentiality. All participants will provide informed consent for broad data sharing, including future unspecified research use. Data will be deidentified and will not include direct identifiers. Any residual risk of reidentification will be minimized by data aggregation for rare variables and suppression of small cell sizes where necessary.",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes. Access to individual-level data will be controlled and managed through the NICHD DASH platform. Investigators must submit a data use request with an approved research plan and agree to data use terms, including not attempting reidentification.",ok
Human Clinical Trial Data,primary\gpt-DMPs\Human Clinical Trial Data-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be deidentified according to HIPAA Safe Harbor standards before sharing. A Certificate of Confidentiality will be obtained from NIH to further protect participant information. Only study ID numbers will be used; all direct and indirect identifiers will be removed. Data use agreements will prohibit attempts at reidentification or redistribution of data outside of approved uses. Oversight will include periodic review of data access requests and adherence to consent terms.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the study’s Data Management Committee, which includes the Principal Investigator, Project Data Manager, and Institutional Privacy Officer. The committee will meet quarterly to review data integrity, deidentification, repository submission status, and access logs. Annual reports of data sharing activities will be submitted to NICHD as part of progress reports. The Institutional Review Board (IRB) will review the data sharing protocol and monitor compliance with participant consent and privacy protections.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"Clinical data will be obtained from electronic health records (EHR) for approximately 15,000 patients in a primary care clinic. The data types include demographic information, medical history, laboratory results, medication records, physical exam findings, and cognitive exam results. Additionally, cognitive assessment data will be collected for a subset of approximately 40 individuals using validated assessment instruments. The total estimated dataset size is expected to be 2-3 GB of structured, tabular data. The project will also generate derived cognitive risk scores for each patient.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","De-identified clinical data (demographics, medical history, laboratory data, medications, physical and cognitive exam results) and the derived cognitive risk scores will be preserved and shared. Data will be shared to promote reproducibility, enable secondary analyses, and support further research in aging and cognitive health. Direct identifiers and protected health information (PHI) will not be preserved or shared.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata to be provided will include data dictionaries, variable definitions, coding information, and descriptions of the data structure. Associated documentation such as study protocols, data collection instruments (including cognitive assessment tools), and data processing scripts will also be made accessible to facilitate interpretation and reuse of the scientific data.

**Element 2: Related Tools, Software and/or Code:**  
Standard statistical software such as R and Python (with commonly used data analysis packages) will be sufficient to access and manipulate the shared scientific data. Any custom code used for generating cognitive risk scores or preprocessing data will be provided as open-source scripts in a public code repository (e.g., GitHub). No specialized or proprietary software is required.

**Element 3: Standards:**  
The project will use standard health data terminologies, including LOINC for laboratory results, RxNorm for medications, and SNOMED CT or ICD-10 for diagnoses and medical history. Demographic and clinical variables will be mapped to the Observational Medical Outcomes Partnership (OMOP) Common Data Model where possible to facilitate interoperability. Metadata will adhere to the Data Documentation Initiative (DDI) standard. In cases where no consensus standards exist for a variable, detailed descriptions will be provided in the data dictionary.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata will be archived in the National Institute on Aging (NIA) approved data repository, such as the National Institute on Aging Genetics of Alzheimer's Disease Data Storage Site (NIAGADS) or the NIH-supported generalist repository, Figshare.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,All datasets will be assigned a persistent unique identifier (DOI) and will be indexed in the chosen repository’s public catalog to ensure findability. Data will be accompanied by comprehensive metadata to support discoverability.,ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of major findings or at the end of the performance period, whichever occurs first. Data will remain available for a minimum of 10 years following initial deposit, or as required by the repository’s policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","As the data are derived from human participants, all research participants will be consented for broad data sharing. However, data will be de-identified to protect participant privacy and comply with HIPAA regulations. Data use will be subject to a Data Use Agreement (DUA) to ensure ethical use and compliance with participant consent.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to the scientific data will be controlled. Users must submit a data access request and agree to the DUA prior to gaining access through the data repository.",ok
Clinical data from human research participants-NIA,primary\gpt-DMPs\Clinical data from human research participants-NIA-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be de-identified prior to sharing, with direct identifiers and PHI removed in accordance with HIPAA Safe Harbor standards. A Certificate of Confidentiality will be obtained from NIH to further protect participant information. Access will be limited to qualified investigators who agree to comply with all privacy and data use requirements.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Plan will be monitored and managed by the project’s Data Steward in collaboration with the Institutional Data Governance Committee. Oversight will occur quarterly, with compliance checks at each major project milestone and prior to data release. The Principal Investigator will have ultimate responsibility for DMSP adherence, supported by the Institutional Review Board (IRB) and the Office of Research Compliance.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md",1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate longitudinal data from a cohort of approximately 13,000 participants via web-based surveys and in-person interviews, as well as biological data from approximately 200 home health exams. The data will include:  
   - Social data (e.g., demographics, social networks, psychosocial measures)  
   - Behavioral data (e.g., health behaviors, lifestyle, cognitive assessments)  
   - Biological data (e.g., blood pressure, anthropometrics, biospecimen-derived measures)  
   The estimated data volume is approximately 13,000 records for survey/interview data and 200 records for biological data, with each record containing multiple variables. The total data size is expected to be around 10-20 GB.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md","2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All individual-level, de-identified data collected via web-surveys, in-person interviews, and home health exams will be preserved and shared. This includes core survey responses, cognitive assessments, and measured biological variables. Data will be shared to facilitate reproducibility, enable secondary analyses, and maximize the scientific value of the cohort, in accordance with NIH and NIA data sharing policies and participant consent for broad data sharing.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md","3. **Metadata, other relevant data, and associated documentation:**","The following metadata and documentation will be made accessible to facilitate interpretation:  
   - Data dictionaries describing variables, coding, and derived measures  
   - Survey and exam instruments (questionnaires, protocols)  
   - Codebooks and data user guides  
   - Study protocol and design documentation  
   - Data collection and processing SOPs  
   - Documentation of data cleaning and quality assurance procedures  

**Element 2: Related Tools, Software and/or Code:**  
No specialized or proprietary software is required to access or manipulate the shared scientific data. Data files will be shared in standard, non-proprietary formats (e.g., CSV, TXT, or Stata and SAS formats with accompanying documentation). Open-source statistical software (e.g., R) and widely available commercial packages (e.g., SPSS, Stata, SAS) can be used to analyze the data. All code used for data cleaning and derivation of variables will be made available as annotated scripts (e.g., R or Stata .do files).

**Element 3: Standards:**  
The project will use widely recognized data and metadata standards to facilitate interoperability and reuse:  
- Variables will be coded following NIH Common Data Elements (CDEs) where applicable (e.g., demographic, cognitive, and health variables).  
- Metadata will be structured using the Data Documentation Initiative (DDI) standard for social science datasets.  
- Biological data will use LOINC and SNOMED CT codes where relevant.  
- File formats will adhere to non-proprietary standards (e.g., CSV, PDF for documentation).  
These standards will be applied during data processing and documentation to ensure consistency and facilitate integration with other datasets.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md",1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata will be archived in the National Archive of Computerized Data on Aging (NACDA), a domain-specific NIH-supported repository. Additional deposition may occur in the NIA-supported AgingResearchBiobank for biological data, as appropriate.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md",2. **How scientific data will be findable and identifiable:**,"Data will be assigned persistent Digital Object Identifiers (DOIs) by the repository, and indexed in repository catalogs. Metadata will be findable through NACDA’s searchable database and cross-referenced in relevant NIH and NIA data resource registries.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md",3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of primary results or the end of the project funding period, whichever occurs first. Data will remain available for a minimum of 10 years after release, or as long as the repository remains operational.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md","1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All participants will be consented for broad data sharing. However, access to individual-level data will be subject to data use agreements to ensure appropriate use. Data will be de-identified prior to sharing to protect privacy. Sensitive variables (e.g., geocodes, rare conditions) may be further restricted or masked. Any additional limitations will follow NIH guidance and participants’ informed consent.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md",2. **Whether access to scientific data will be controlled:**,"Yes, access to the scientific data will be controlled. Researchers will be required to submit a data use application and agree to terms of use, including not attempting to re-identify participants and using data only for approved research purposes.",ok
"Survey, interview, and biological data (tiered access)","primary\gpt-DMPs\Survey, interview, and biological data (tiered access)-gpt-4.1.md","3. **Protections for privacy, rights, and confidentiality of human research participants:**","All shared data will be de-identified in accordance with HIPAA and NIH guidelines. Direct and indirect identifiers will be removed or masked. The project has obtained a Certificate of Confidentiality from NIH. Data access will be governed by repository data use agreements, and all users will be required to complete human subjects protection training. Additional steps, such as data aggregation or suppression of small cells, will be taken as needed to protect participant confidentiality.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Plan will be monitored by the project’s Data Steward, in coordination with the Principal Investigator (PI) and the Institutional Research Compliance Office. The Data Steward will conduct quarterly reviews of data management activities, including documentation, de-identification, and repository submission status. The PI will provide oversight and annual reporting to the institution and funding agency. Any deviations from the Plan will be documented and addressed promptly, with corrective actions as needed to maintain compliance with NIH and institutional policies.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed research will generate multi-modal scientific data from approximately 500 human participants across multiple testing sessions. Primary data types include:  
   - Raw video files (estimated 1–2 GB per subject per session; total ~3–5 TB) capturing behavioral sessions.  
   - Activity data (e.g., accelerometry, actigraphy) from wearable sensors (estimated 10–50 MB per subject per session).  
   - Cardiac physiological files (e.g., ECG, heart rate variability; estimated 100–200 MB per subject per session).  
   - Processed behavioral data (e.g., coded behavioral metrics, event timings), and autonomic nervous system (ANS) reactivity metrics derived from physiological recordings.  
   In total, the project will generate approximately 4–6 TB of raw and processed data.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","The following data will be preserved and shared:  
   - De-identified processed behavioral and ANS reactivity data tables for all subjects and time points, as these represent the primary scientific outcomes.  
   - Summary activity data and cardiac physiological metrics (e.g., heart rate, variability indices) at all test points.  
   - Associated metadata, including timing, test conditions, and demographic variables (de-identified).  
   - Raw data (video, physiological signals) will be archived for reproducibility but shared only upon qualified request due to privacy, data size, and re-identification risk.  
   Rationale: Sharing processed data and metadata maximizes scientific value and reproducibility, while managing participant confidentiality and logistical constraints.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","- Data dictionaries for all shared variables  
   - Study protocols and experimental procedures  
   - Data collection instruments and sensor/device specifications  
   - Variable codebooks and behavioral coding schemes  
   - Data processing pipelines/workflows  
   - Consent forms (template versions, excluding PHI)  
   - README files describing dataset structure and access instructions  

**Element 2: Related Tools, Software and/or Code:**  
  - Processed data (tables, CSV, or similar) can be accessed using standard statistical and spreadsheet software (e.g., R, Python, Excel).  
  - Raw physiological data may require open-source tools such as Kubios HRV or Biorec, and video data can be read with standard video players (e.g., VLC).  
  - Custom data processing scripts (e.g., Python, R, MATLAB) developed for this project will be made available in a public GitHub repository, with documentation and open-source licensing.  
  - Links and instructions for all required software/tools will be provided in the documentation.

**Element 3: Standards:**  
  - Behavioral and physiological data will adhere to the Brain Imaging Data Structure (BIDS) standard where applicable (e.g., BIDS-EEG and BIDS-behavior for event-locked data).  
  - Metadata will follow the NIH Common Data Elements (CDE) and NIA-recommended data elements for aging studies, including standardized demographic variables.  
  - Variable names, units, and value coding will be documented in data dictionaries using recognized ontologies (e.g., SNOMED CT for medical terms).  
  - Data and documentation will be provided in non-proprietary formats (e.g., CSV, JSON, MP4, EDF).  
  - No universal consensus standards exist for some behavioral video data; for these, internal documentation and codebooks will be used to maximize interpretability and interoperability.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"- Processed and de-identified data, metadata, and documentation will be deposited in the [NIH-supported National Institute on Aging (NIA) Aging Research Biobank](https://agingresearchbiobank.nia.nih.gov/) and/or [NIH Figshare instance](https://nih.figshare.com/).  
   - Raw video and physiological files will be archived in the institutional secure data repository with controlled access and registered in the NIA Biobank or dbGaP as appropriate.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"- Each dataset will be assigned a persistent digital object identifier (DOI) through the repository.  
   - Metadata records will be indexed in the NIA Aging Research Biobank catalog and linked to publications via DOI and standard citation formats.  
   - Data will be discoverable through repository search tools and referenced in data availability statements in publications.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"- Data will be made available no later than the time of publication of the main study results or at the end of the funding period, whichever comes first.  
   - Data will remain available for a minimum of 10 years from the date of deposit, in line with NIH and NIA data sharing policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","- Data access and use will be governed by participant consent, which allows for broad sharing of de-identified data for research purposes.  
   - Access to raw video and physiological data is restricted due to the potential risk of re-identification and large data size; these files will be shared under data use agreements upon qualified request and IRB approval.  
   - All shared data will be de-identified and stripped of direct personal identifiers in accordance with HIPAA and institutional policies.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"- Processed and de-identified data will be shared openly.  
   - Access to raw video and physiological files will be controlled and subject to data access requests and approval processes managed by the repository and the institutional data access committee.",ok
Non-human data (primates),primary\gpt-DMPs\Non-human data (primates)-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","- All data will be de-identified prior to sharing, following HIPAA Safe Harbor and expert determination procedures as appropriate.  
   - A Certificate of Confidentiality will be obtained to protect participant data from compelled disclosure.  
   - Access to potentially re-identifiable data (e.g., video files) will be restricted and governed by data use agreements specifying privacy and security requirements.  
   - All data management will comply with institutional IRB and NIH data sharing and privacy policies.

**Element 6: Oversight of Data Management and Sharing:**  
   - Oversight of data management and sharing will be provided by the project’s Data Steward (PI-appointed), in coordination with the institutional Data Management and Sharing Committee and the IRB.  
   - Compliance with this plan will be reviewed quarterly during project meetings and annually in progress reports to NIH.  
   - The Data Steward, with support from the project manager and institutional compliance office, will monitor data preservation, documentation, timely sharing, and adherence to privacy requirements.  
   - Any breaches or deviations will be reported promptly to the IRB and NIH Program Officer.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed work will not generate new primary data. Instead, the project will perform secondary analyses using existing datasets, specifically the publicly available Health and Retirement Study (HRS) data and HRS-linked Medicare data, which are accessible via a data use agreement. The scientific data generated will primarily consist of derived analytic datasets, summary statistics, and statistical code created through the analysis of these existing resources. The estimated amount of data generated will be modest, likely under 10 GB, as the main outputs will be processed datasets and code rather than raw data.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","Scientific data that will be preserved and shared include the analytic code (e.g., scripts for data cleaning, variable construction, and statistical analyses), data dictionaries, and summary-level results derived from the secondary analyses, as permissible under the associated data use agreements. Raw HRS or HRS-linked Medicare data will not be shared, as these are subject to existing data sharing policies and restrictions by the original data providers. Sharing analytic code and derived, non-identifiable summary data will facilitate transparency, reproducibility, and reuse of the research approach without violating the original data use agreements.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata and documentation to be made accessible will include data dictionaries for derived variables, codebooks, detailed protocols describing the analytic approach, and README files explaining the structure and content of shared files. If applicable, documentation about data cleaning, harmonization, and analytic decisions will also be included to facilitate interpretation and reuse.

**Element 2: Related Tools, Software and/or Code:**  
The analytic code will be developed primarily in statistical software such as Stata and/or R. Access to these tools is required for full use of the shared code, but open-source alternatives (e.g., R) will be prioritized when possible. All code and associated documentation will be provided in standard formats (e.g., .do, .R, .txt) and will reference the version of the software used. Information on obtaining R (free and open-source) or Stata (commercial) will be provided in the documentation.

**Element 3: Standards:**  
Common data standards from the HRS and Centers for Medicare & Medicaid Services (CMS) datasets will be adhered to, including variable naming conventions and coding structures as defined by the original data providers. Metadata standards will follow the Dublin Core schema where applicable, to ensure interoperability and discoverability. If no consensus standards are available for specific derived variables, clear documentation and data dictionaries will be provided.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Analytic code, data dictionaries, and summary-level data will be archived in a recognized and publicly accessible repository such as the NIH-supported Open Science Framework (OSF) or the NIA Data Archive, as appropriate.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Shared products will be assigned persistent unique identifiers (such as Digital Object Identifiers [DOIs]) through the chosen repository, and will be indexed with appropriate keywords and metadata to maximize discoverability.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"All shared scientific data and code will be made available no later than the time of publication of associated results or at the end of the performance period, whichever comes first. The data and documentation will remain available for a minimum of 5 years after completion of the project, in compliance with NIH and repository policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Sharing of raw HRS and HRS-linked Medicare data is restricted by data use agreements and by the data providers’ policies. Only derived, non-identifiable summary data and analytic code will be shared. There are no anticipated restrictions on the reuse of these shared materials, provided users comply with the original data providers’ terms and do not attempt to re-identify research participants.",ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,Access to analytic code and summary-level data will be open and unrestricted. Users seeking access to the original HRS and HRS-linked Medicare data must apply directly to the relevant data custodians and comply with their data use agreements and procedures.,ok
Secondary data analysis-NIA,primary\gpt-DMPs\Secondary data analysis-NIA-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","No individual-level data will be shared. All shared outputs will be aggregate, de-identified, and consistent with the privacy and confidentiality protections enforced by HRS and CMS. The original data sources have obtained broad consent for data sharing, and all analyses will comply with applicable IRB approvals and data use agreements.

**Element 6: Oversight of Data Management and Sharing:**  
The Principal Investigator (PI) will be responsible for ensuring compliance with the Data Management and Sharing Plan. Oversight will be conducted in coordination with the institutional data steward and research administration office. Compliance will be reviewed at least annually, and prior to any data or code release. Documentation of compliance will be maintained as part of the project records and will be available for audit or review upon request.",ok
Survey and interview data-NIA,primary\gpt-DMPs\Survey and interview data-NIA-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate three primary types of data from approximately 250 participants at three timepoints: (1) objective physical activity data collected via accelerometers, (2) quantitative survey responses assessing caregiver well-being, and (3) qualitative data from semi-structured interviews captured as digital audio recordings and subsequently transcribed. Estimated data volume includes approximately 750 accelerometer files (one per participant per timepoint), 750 survey records, and 750 interview recordings/transcripts.",ok
Survey and interview data-NIA,primary\gpt-DMPs\Survey and interview data-NIA-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All de-identified accelerometer data, survey responses, and interview transcripts will be preserved and shared in accordance with NIH and NIA data sharing policies. Sharing these datasets will enable replication, secondary analyses, and further research into caregiver well-being and physical activity. Raw audio files will be preserved but shared only with appropriate protections due to the potential for re-identification.",ok
Survey and interview data-NIA,primary\gpt-DMPs\Survey and interview data-NIA-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata to accompany shared datasets will include participant demographic descriptors (age range, sex, relationship to care recipient), timepoint indicators, device information, and data collection dates (as per privacy guidelines). Associated documentation will include study protocols, data collection instruments (surveys, interview guides), codebooks for survey data, and a description of accelerometer device settings and data processing workflows.

**Element 2: Related Tools, Software and/or Code:**  
Accelerometer data will be provided in standard CSV format and can be accessed using common statistical software (e.g., R, Python, SPSS, SAS). No specialized proprietary software is required. Interview transcripts and survey data will be provided in plain text or CSV format. Any custom scripts used for data cleaning or processing will be shared on a public repository (e.g., GitHub) with documentation.

**Element 3: Standards:**  
Data and metadata will follow relevant standards to maximize interoperability. Accelerometer data will adhere to the [National Sleep Research Resource (NSRR)](https://sleepdata.org/) and [Open mHealth](https://www.openmhealth.org/) data schemas where applicable. Survey data will follow the [Clinical Data Interchange Standards Consortium (CDISC)](https://www.cdisc.org/) standards for tabular data. Metadata will be provided using [Dublin Core Metadata Element Set](https://dublincore.org/). For qualitative data, the [COREQ](https://academic.oup.com/intqhc/article/19/6/349/1791966) (Consolidated Criteria for Reporting Qualitative Research) guidelines will be followed. If any additional standards become available during the project period, these will be adopted.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Survey and interview data-NIA,primary\gpt-DMPs\Survey and interview data-NIA-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and associated metadata will be deposited in the [NIH-supported National Archive of Computerized Data on Aging (NACDA)](https://www.icpsr.umich.edu/web/pages/NACDA/), which specializes in data relevant to aging research, and/or the [NIH Figshare generalist repository](https://nih.figshare.com/) if appropriate.",ok
Survey and interview data-NIA,primary\gpt-DMPs\Survey and interview data-NIA-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Each dataset will be assigned a persistent unique identifier (e.g., Digital Object Identifier [DOI]) through the repository. Datasets will be indexed and searchable using keywords, project title, principal investigator, and funding information.",ok
