dmp_title,md_path,Element title,Generated_Llama_content,status
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed for data analysis include statistical packages (e.g., R, SPSS) for quantitative data and qualitative analysis software (e.g., NVivo, Atlas.ti) for coding and analyzing interview transcripts. These tools are widely available in academic settings or can be accessed through institutional licenses, ensuring that other researchers can manipulate and analyze the shared data.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,### Element 3: Standards:,"Common data standards to be applied include those recommended by the NIH for human subjects research, such as the use of standardized vocabularies and ontologies (e.g., PhenX toolkit measures) for enhancing data comparability and interoperability. Data will be structured in formats compliant with FAIR principles (Findable, Accessible, Interoperable, Reusable), facilitating easy discovery and integration with other datasets.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and metadata arising from this project will be archived in the National Center for Biotechnology Information (NCBI) database or another NIH-approved repository that aligns with the study’s focus on genomic research and human subjects, ensuring broad accessibility and long-term preservation.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Data will be made findable through the use of persistent unique identifiers (e.g., DOIs) and standard indexing tools, allowing for easy location and access by other researchers.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. Data will remain accessible for a minimum of 10 years after the project’s completion to allow for extended research and analysis opportunities.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all participants will provide consent for broad data sharing, limitations on access will primarily be related to protecting participant privacy and confidentiality. Measures such as deidentification of datasets and removal of personally identifiable information will be taken to mitigate these risks.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the shared scientific data will not be controlled beyond what is required for protecting human subject privacy and ensuring compliance with applicable laws and regulations, such as HIPAA.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, all data will be deidentified, and open-ended text items will be reviewed for potential privacy disclosure risks and redacted as necessary. Additionally, the use of Certificates of Confidentiality will be explored to further safeguard sensitive information.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the study’s Principal Investigator in conjunction with the institutional data management office. Regular checks (every six months) will ensure that data collection, storage, and sharing practices adhere to the outlined plan, facilitating timely corrections if deviations occur. Oversight responsibilities include ensuring data quality, maintaining documentation of data sharing activities, and coordinating with the repository for data archiving.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed study is expected to generate a significant amount of clinical, laboratory, and imaging data from approximately 360 participants (180 mother-infant pairs) across three sites. Clinical data will include medical history, demographic information, patient characteristics, lab tests, physical exams, blood pressure measurements, fetal monitoring assessments, and pregnancy outcomes. Laboratory data will comprise results from urinalysis, analysis of angiogenic factors, uric acid, glycemia, and other research-specific tests. Imaging data will consist of 2D Doppler studies of uterine, umbilical, and middle cerebral arteries; 3D images of the fetal thigh for volume measurements; and real-time grayscale 2D clips of the fetal heart. This data will be collected at enrollment, during antepartum management, at delivery, and through infant follow-up visits at 3, 6, and 12 months of age.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All clinical, laboratory, and imaging data collected throughout the study will be preserved and shared to facilitate future research into early onset preeclampsia, improve antepartum management strategies, enhance neonatal outcomes, and contribute to the understanding of maternal and fetal health. Sharing these data will enable other researchers to replicate findings, conduct meta-analyses, and explore new hypotheses that could lead to better prevention and treatment options for preeclampsia.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Associated metadata will include participant IDs, visit dates, types of measurements taken (e.g., blood pressure, lab tests), imaging protocols used, and outcomes assessed (e.g., days of maintaining pregnancy, neonatal health metrics). Other relevant data will encompass study protocols, informed consent documents, data collection instruments, and detailed descriptions of analytical methods used for laboratory and imaging assessments. These will be made accessible to ensure transparency, facilitate interpretation of the scientific data, and enable reproducibility.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include REDCap for clinical and laboratory data management, and specific imaging analysis software (e.g., DICOM viewers for cardiac clips, proprietary software for 3D image analysis of fetal thigh volumes). Details on accessing these tools will be provided in the data sharing plan appendix.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,### Element 3: Standards:,"Common data standards to be applied include those recommended by the National Institutes of Health (NIH) for clinical and laboratory data, such as the Clinical Data Interchange Standards Consortium (CDISC) standards for clinical trials data. For imaging data, standards will follow the Digital Imaging and Communications in Medicine (DICOM) format for medical images. These standards will enable interoperability and facilitate the combination of datasets from different studies.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and associated metadata arising from this project will be archived in a NIH-approved repository, such as the National Center for Biotechnology Information (NCBI) or other appropriate repositories designated by the NIH for specific data types (e.g., imaging data in the Cancer Imaging Archive).",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Scientific data will be made findable through the use of persistent unique identifiers, such as DOI numbers for datasets and publications, and standard indexing tools like those used by PubMed and clinical trial registries.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available to other users no later than the time of publication of the main findings or within one year after the completion of data collection, whichever comes first, in accordance with NIH policies. Data will be available for at least 10 years following the completion of the study to allow sufficient time for secondary analyses and replication studies.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Access to identifiable private information will be restricted due to privacy concerns, but de-identified data will be made broadly available. Limitations may also apply based on the terms of informed consent and any Certificates of Confidentiality obtained to protect participant identities.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to certain datasets, particularly those containing identifiable or sensitive information, may require approval from a data access committee or be controlled through a data repository that reviews requests for data access.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified according to HIPAA guidelines, and participants will provide consent for broad sharing of their data. Additional protections may include Certificates of Confidentiality to further safeguard against disclosure of sensitive information.",ok
Human Clinical Trial Data,primary\llama-DMPs\Human Clinical Trial Data-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the study's principal investigator in collaboration with the institution's research administration office. Regular oversight meetings will occur quarterly during the active data collection phase and annually thereafter to ensure adherence to the plan, address any issues related to data sharing, and implement necessary updates as policies evolve.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project anticipates generating a substantial amount of clinical data from electronic health records (EHRs) for approximately 15,000 patients in a primary care clinic. This includes demographic data, medical history, laboratory results, medications, physical exam findings, and cognitive exams. Additionally, for a subset of about 40 individuals, cognitive assessment data will be collected through validated assessment instruments. The primary goal is to utilize these clinical data to generate cognitive risk scores. Given the nature of EHR data and the specific cognitive assessments, the estimated amount of data will be significant, including but not limited to:
     - Demographic data: age, gender, ethnicity, etc.
     - Medical history: diagnoses, treatments, hospitalizations
     - Laboratory data: blood tests, imaging results
     - Medications: prescriptions, dosages
     - Physical exams: vital signs, physical condition assessments
     - Cognitive exams: results from validated cognitive assessment instruments",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All clinical data collected from EHRs and cognitive assessment data will be preserved and shared. The rationale behind sharing these data is to facilitate research into cognitive health and risk factors associated with aging, aligning with the mission of the National Institute on Aging (NIA). By making these data available, researchers can conduct studies that might lead to better understanding, prevention, and treatment of age-related cognitive decline. Given that all participants will provide consent for broad data sharing, it is anticipated that de-identified datasets will be made available to maximize utility while protecting participant privacy.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate interpretation and reuse of the scientific data, the following metadata and documentation will be made accessible:
     - Study protocols outlining data collection procedures
     - Data collection instruments (e.g., specific cognitive assessment tools used)
     - Data dictionaries explaining variable names, formats, and definitions
     - Documentation of any data transformations or cleaning processes applied to the raw data",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools, software, and/or code may be necessary for accessing or manipulating shared scientific data. For example, statistical analysis software (e.g., R, Python libraries like Pandas and NumPy) will be required to analyze the cognitive risk scores and clinical data. Additionally, data manipulation and cleaning might involve the use of specific programming languages or tools designed for handling large healthcare datasets. Access to these tools can typically be obtained through academic licenses or open-source repositories.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,### Element 3: Standards:,"To ensure interoperability of datasets and resources, common data standards will be applied to the scientific data and associated metadata. Specifically, the project will adhere to the Health Level Seven International (HL7) standards for clinical and administrative data, and the Cognitive Atlas framework for cognitive assessment data. These standards will enable seamless integration with other research datasets and facilitate meta-analyses and comparative studies across different populations and research questions.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and metadata arising from the project will be archived in the National Institutes of Health’s (NIH) National Library of Medicine (NLM) repository, specifically through databases like PubMed or clinical trial registries when applicable, and potentially other discipline-specific repositories such as the Alzheimer's Disease Knowledge Portal for cognitive and dementia-related research.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Scientific data will be made findable and identifiable via persistent unique identifiers (e.g., DOI - Digital Object Identifier) assigned by the repository where the data are archived, along with detailed metadata descriptions that include keywords, study titles, and investigator names.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available to other users no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. The data are expected to remain available for a minimum of 10 years after the study’s completion to allow for extended research and validation studies.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","While the project aims to maximize data sharing, factors such as informed consent limitations, privacy protections (especially for sensitive health information), and confidentiality agreements may impose certain restrictions on access, distribution, or reuse of the scientific data. However, given that participants will consent to broad data sharing, these limitations are anticipated to be minimal.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond what is required for protecting participant privacy and ensuring compliance with regulatory requirements. Once archived in a public repository, the data will be accessible without need for approval, although some repositories may require registration or acceptance of terms of use.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified according to the HIPAA Privacy Rule, removing direct identifiers such as names, addresses, and Social Security numbers. Additionally, measures like data aggregation, anonymization, and encryption will be employed where necessary. The project may also apply for a Certificate of Confidentiality from the NIH to further safeguard sensitive information.",ok
Clinical data from human research participants-NIA,primary\llama-DMPs\Clinical data from human research participants-NIA-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the study’s Principal Investigator (PI), in collaboration with the institution’s research administration office. Regular oversight meetings will be held every six months to review data sharing progress, address any challenges or concerns, and ensure adherence to the plan’s guidelines and timelines. The PI will also work closely with the data management team to implement data standards, prepare datasets for sharing, and coordinate with repositories for data archiving.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed project involves collecting social, behavioral, and biological data through web-surveys, in-person interviews, and home health exams for approximately 13,000 participants (web-surveys and interviews) and 200 participants (home health exams), resulting in a substantial amount of qualitative and quantitative data.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md","2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All data collected from web-surveys, interviews, and home health exams will be preserved and shared. The rationale for sharing these data is to contribute to the broader research community, facilitate replication studies, enable meta-analyses, and foster new research questions that can advance our understanding of aging. Given that all participants are consented for broad data sharing, this maximizes the potential impact of the study.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md","3. **Metadata, other relevant data, and associated documentation:**","Metadata will include participant demographics, survey and interview protocols, home health exam procedures, and any additional information necessary to interpret the collected data correctly. Other relevant data may encompass environmental factors, lifestyle choices, and medical histories where applicable. Associated documentation will comprise study protocols, data collection instruments (e.g., survey questions), and data dictionaries explaining variable names and codes.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md","### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include statistical analysis packages like R or SPSS and potentially data visualization tools. The specific software required will be documented in the metadata to ensure that future users can appropriately analyze and interpret the data. These tools are widely available in the academic community, either through institutional licenses or free versions.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",### Element 3: Standards:,"The scientific data and associated metadata will apply common data standards to enable interoperability. Specifically, data will be formatted according to the Data Documentation Initiative (DDI) standard for social science data, which is widely adopted in similar longitudinal studies. This standard ensures that data are properly described, making them understandable and usable by other researchers.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",1. **Repository where scientific data and metadata will be archived:**,"The scientific data and metadata arising from the project will be archived in the National Archive of Computerized Data on Aging (NACDA), which is a repository recommended by the NIH for social science data related to aging.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",2. **How scientific data will be findable and identifiable:**,"Data will be made findable through the use of persistent unique identifiers (DOIs) assigned by the repository, facilitating easy citation and access. The metadata will also include standard indexing tools such as keywords and study descriptions to enhance discoverability.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings or within one year after the completion of data collection, whichever comes first. The data will remain available for at least 10 years post-collection to allow for extensive use by the research community.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md","1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that participants are consented for broad data sharing, the primary factor affecting access is ensuring that data are de-identified to protect participant privacy and confidentiality. There are no anticipated limitations on data sharing beyond standard protections for human subjects research.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond what is required for protecting human subjects; once archived, data will be openly available through the designated repository without need for additional approval.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md","3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, rights, and confidentiality, all shared data will be de-identified following best practices for removing personal health information (PHI) as per HIPAA guidelines. Additionally, the study will operate under a Certificate of Confidentiality to further safeguard against disclosure of sensitive information.",ok
"Survey, interview, and biological data (tiered access)","primary\llama-DMPs\Survey, interview, and biological data (tiered access)-llama3.3.md",### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the project's Principal Investigator in conjunction with the institution's data management office. Oversight will occur on a bi-annual basis, with adjustments to the plan made as necessary to ensure adherence to NIH guidelines and to reflect any changes in data sharing best practices or policies.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed work will generate a significant amount of raw video, activity, and cardiac physiological files. From these primary data sources, we will derive behavioral data and autonomic nervous system reactivity data. The total number of subjects is anticipated to be N=500 across multiple test points. Given this scope, the estimated amount of scientific data generated is substantial, requiring careful management and storage considerations.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All raw video, activity, cardiac physiological files, along with derived behavioral and autonomic nervous system reactivity data, will be preserved and shared. The rationale for sharing these data is to facilitate transparency, reproducibility, and further research into aging mechanisms, aligning with the NIA's mission to understand aspects of aging and age-related diseases. Sharing these data will enable other researchers to explore new hypotheses, validate findings, and accelerate discovery in the field.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate interpretation and reuse of the scientific data, we will make accessible the following metadata and documentation: 
     - Study protocols
     - Data collection instruments (e.g., questionnaires, sensor specifications)
     - Data processing and analysis scripts
     - Detailed descriptions of participant demographics and selection criteria
     - Information on data quality control measures
     These resources will be crucial for understanding the context, limitations, and potential applications of the shared data.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools, software, and code are indeed necessary to access or manipulate the shared scientific data. Specifically, users may need access to video analysis software (e.g., OpenCV), statistical analysis packages (e.g., R, Python libraries like Pandas and NumPy), and possibly custom scripts developed for this project. These tools will be accessible through open-source repositories (e.g., GitHub) or via links provided in the metadata documentation associated with the shared data.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,### Element 3: Standards:,"To enable interoperability of datasets and resources, we will apply common data standards relevant to the types of data collected. For video files, MP4 format will be used; for physiological data, the WFDB (Waveform Database) software package's standard will guide formatting. Behavioral data will be structured according to widely accepted psychological and behavioral assessment norms. Since no single consensus standard covers all aspects of our diverse dataset comprehensively, we will adhere to discipline-specific standards where applicable and document deviations or custom approaches in the associated metadata.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and metadata arising from this project will be archived in the National Institutes of Health's National Library of Medicine (NLM) repository, specifically leveraging resources like the Database of Genotypes and Phenotypes (dbGaP) for human subjects data when appropriate, or other designated repositories that align with NIH recommendations for data sharing.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Scientific data will be made findable and identifiable through the use of persistent unique identifiers (e.g., DOIs - Digital Object Identifiers) and standard indexing tools such as those used by PubMed or specific to the chosen repository.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings from the dataset or at the end of the performance period, whichever comes first. The data will remain accessible for a minimum of 10 years following the end of the project to maximize its utility and impact on the research community.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","While we aim to maximize data sharing, limitations may arise due to informed consent restrictions, privacy and confidentiality protections for human subjects, and potential intellectual property considerations related to custom software or methodologies developed during the project. These limitations will be clearly documented in the metadata and associated documentation.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to certain components of the scientific data may be controlled, particularly if they contain personally identifiable information (PII) or other sensitive material. In such cases, data will be de-identified or made available through a controlled access mechanism provided by the repository.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified. Additionally, we will obtain a Certificate of Confidentiality from the NIH to further safeguard against disclosure of sensitive information. Study protocols will also include explicit language regarding confidentiality and privacy protections in the informed consent process.",ok
Non-human data (primates),primary\llama-DMPs\Non-human data (primates)-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the institution's research data management office. Regular oversight meetings will occur at least quarterly to review progress, address any challenges in data sharing, and ensure adherence to the plan's timelines and standards. The PI will also work closely with the NIH and the designated data repository to facilitate smooth implementation of the data sharing aspects of this project.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed work will utilize existing publicly available data from the Health and Retirement Study (HRS) and HRS-linked Medicare data accessible through a data use agreement. The types of data include survey responses, administrative claims data, and potentially linked genetic information, if available. Given that no new data collection is planned, the amount of scientific data generated will be dependent on the secondary analyses performed.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All derived datasets from the secondary analysis of HRS and HRS-linked Medicare data will be preserved and shared. The rationale for sharing these data is to maximize research efficiency, facilitate replication studies, and encourage further investigations into aging mechanisms and outcomes, aligning with NIA’s mission.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata will include variable descriptions, data dictionaries, study protocols, and any modifications made to the original datasets during analysis (e.g., data cleaning steps, imputation methods). Associated documentation will comprise study reports, publications, and presentation materials related to the project outcomes.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed for access or manipulation of shared scientific data include statistical analysis packages like R or SAS, potentially specific libraries for handling large datasets (e.g., dplyr in R), and data visualization tools. Access to these tools can be obtained through academic licenses or open-source repositories.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,### Element 3: Standards:,"Common data standards applied will include those recommended by the NIH for demographic and clinical data, such as the use of standardized vocabularies (e.g., ICD-10 for medical conditions) and data formats (e.g., CSV for tabular data). For metadata, standards like the Data Documentation Initiative (DDI) will be considered to enable interoperability and facilitate understanding of the datasets.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The National Archive of Computerized Data on Aging (NACDA), housed within the Inter-university Consortium for Political and Social Research (ICPSR), is identified as a suitable repository for archiving scientific data and metadata arising from this project, given its relevance to aging research.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,2. **How scientific data will be findable and identifiable:**,Scientific data will be made findable through the assignment of a Digital Object Identifier (DOI) and indexed in search engines like Google Dataset Search or specific databases related to aging research. Descriptive metadata will enable easy identification of the datasets.,ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,3. **When and how long the scientific data will be made available:**,"Derived datasets from this project will be made available no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. Data will remain accessible for a minimum of 10 years after the project’s completion to allow for longitudinal analyses and replication studies.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all research participants are consented for broad data sharing, limitations on data sharing will primarily stem from privacy and confidentiality protections. Specifically, any direct identifiers will be removed, and sensitive information (e.g., exact addresses) will be aggregated or suppressed to protect participant confidentiality.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,2. **Whether access to scientific data will be controlled:**,Access to the shared datasets will not require additional approval beyond what is typically required by the chosen repository for accessing similar datasets.,ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, all shared datasets will undergo rigorous de-identification procedures. This includes but is not limited to removing direct identifiers (e.g., names, social security numbers), aggregating or suppressing sensitive variables, and applying statistical disclosure limitation methods as necessary.",ok
Secondary data analysis-NIA,primary\llama-DMPs\Secondary data analysis-NIA-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored by the project’s Principal Investigator in collaboration with the institution’s research data management office. Regular checks (every 6 months) will ensure adherence to the plan, including timely deposition of datasets into the designated repository and maintenance of accurate metadata. Any deviations or challenges encountered during implementation will be addressed through adjustments to the plan as needed, with documentation of such changes kept on record.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project anticipates generating several types of scientific data, including physical activity data from accelerometers, survey responses characterizing caregiver well-being, and digital recordings of participant responses to semi-structured interviews. The estimated amount of data includes accelerometer readings for 250 participants across three timepoints, survey responses from the same cohort, and approximately 250 digital recordings of interviews, each expected to be about 60 minutes long.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All scientific data generated from this project, including physical activity data, survey responses, and interview recordings (in de-identified form), will be preserved and shared. The rationale for sharing these data is to facilitate secondary analyses, promote transparency and reproducibility in research, and enable other researchers to build upon our findings, ultimately contributing to a better understanding of caregiver well-being and its relationship with physical activity.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate interpretation of the scientific data, we will make accessible metadata such as participant demographics, data collection protocols, survey instruments, interview guides, and detailed descriptions of the accelerometer data collection procedures. Associated documentation will include study protocols, informed consent forms, and data dictionaries.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include statistical analysis packages (e.g., R, SPSS) for survey and accelerometer data, and transcription software (e.g., NVivo) for analyzing interview recordings. These tools are widely available in the academic community, and specific versions used will be documented in our methodology descriptions.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,### Element 3: Standards:,"Common data standards applied to the scientific data and associated metadata will include those recommended by the NIH for physical activity measurement and survey research, as well as standards for qualitative data such as those outlined by the Qualitative Data Repository. For accelerometer data, we will adhere to the standards set by the National Cancer Institute's Physical Activity Measurement Guidelines. Survey data will be formatted according to the Questionnaire Design guidelines. Since no single consensus standard exists for all types of data collected in this project (especially qualitative interview data), we will follow best practices in the field and ensure that our metadata and documentation are comprehensive and transparent.",ok
